reservation_status,reservation_status_date
Check-Out,8/21/15
Canceled,7/31/15
Canceled,8/1/15
Canceled,8/5/15
Check-Out,8/24/15
Check-Out,8/24/15
Check-Out,8/24/15
Check-Out,8/24/15
Check-Out,8/24/15
Canceled,5/21/15
Check-Out,8/25/15
Check-Out,8/25/15
Check-Out,8/25/15
Check-Out,8/28/15
Check-Out,8/28/15
Check-Out,8/19/15
Check-Out,8/20/15
Check-Out,8/23/15
Canceled,7/22/15
Check-Out,8/23/15
Check-Out,8/24/15
Check-Out,8/24/15
Canceled,8/3/15
Canceled,8/4/15
Canceled,8/1/15
Canceled,7/31/15
Canceled,8/4/15
Check-Out,8/28/15
Check-Out,8/28/15
Canceled,6/18/15
Check-Out,8/20/15
Canceled,8/10/15
Check-Out,8/20/15
Check-Out,8/21/15
Check-Out,8/23/15
Check-Out,8/26/15
Canceled,6/30/15
Canceled,7/15/15
Canceled,7/8/15
Check-Out,8/29/15
Check-Out,8/25/15
Check-Out,8/23/15
Check-Out,8/23/15
Check-Out,8/23/15
Check-Out,8/23/15
Canceled,8/6/15
Canceled,6/22/15
Canceled,7/17/15
Check-Out,8/25/15
Check-Out,8/26/15
Check-Out,8/26/15
Check-Out,8/26/15
Check-Out,8/26/15
Check-Out,8/27/15
Check-Out,8/27/15
Canceled,8/10/15
Check-Out,8/27/15
Check-Out,8/27/15
Check-Out,8/28/15
Canceled,7/27/15
Check-Out,8/28/15
Check-Out,8/28/15
Check-Out,8/28/15
Canceled,7/20/15
Check-Out,8/30/15
Check-Out,8/31/15
Check-Out,8/23/15
Canceled,8/19/15
Canceled,5/29/15
Check-Out,8/28/15
Canceled,3/24/15
Check-Out,8/29/15
Check-Out,8/29/15
Canceled,6/12/15
Check-Out,8/29/15
Check-Out,8/29/15
Check-Out,8/29/15
Canceled,7/9/15
Check-Out,8/29/15
Check-Out,8/29/15
Check-Out,8/29/15
Canceled,8/10/15
Check-Out,8/29/15
Canceled,6/2/15
Check-Out,8/29/15
Check-Out,8/30/15
Canceled,6/27/15
Canceled,6/12/15
Check-Out,8/26/15
Canceled,7/23/15
Check-Out,8/27/15
Check-Out,8/27/15
Canceled,8/13/15
Check-Out,8/28/15
Check-Out,8/28/15
Check-Out,8/26/15
Check-Out,8/27/15
Canceled,8/1/15
Canceled,8/23/15
Canceled,8/11/15
Canceled,7/2/15
Check-Out,8/28/15
Canceled,7/31/15
Check-Out,8/28/15
Check-Out,8/28/15
Canceled,7/23/15
Canceled,7/14/15
Check-Out,8/30/15
Check-Out,8/30/15
Canceled,7/27/15
Check-Out,8/30/15
Canceled,8/13/15
Canceled,7/21/15
Canceled,7/27/15
Canceled,7/21/15
Canceled,8/13/15
Canceled,8/18/15
Check-Out,9/6/15
Check-Out,8/25/15
Check-Out,8/25/15
Check-Out,8/25/15
Check-Out,8/25/15
Canceled,7/21/15
Check-Out,8/26/15
Canceled,8/11/15
Check-Out,8/26/15
Canceled,8/13/15
Canceled,8/22/15
Canceled,8/3/15
Check-Out,8/28/15
Canceled,6/3/15
Check-Out,8/29/15
Check-Out,8/29/15
Canceled,7/29/15
Check-Out,8/29/15
Canceled,6/30/15
Canceled,6/1/15
Canceled,6/1/15
Check-Out,9/3/15
Canceled,6/16/15
Canceled,7/29/15
Check-Out,8/28/15
Canceled,8/4/15
Canceled,7/17/15
Canceled,8/10/15
Canceled,8/10/15
Canceled,6/12/15
Canceled,5/1/15
Canceled,7/15/15
Canceled,7/20/15
Canceled,6/8/15
Check-Out,9/4/15
Canceled,6/15/15
Canceled,6/15/15
Check-Out,8/26/15
Check-Out,8/27/15
Check-Out,8/27/15
Canceled,8/25/15
Check-Out,8/27/15
Check-Out,8/30/15
Canceled,8/10/15
Canceled,8/10/15
Canceled,7/15/15
Canceled,7/10/15
Canceled,5/18/15
Check-Out,9/6/15
Canceled,8/11/15
Check-Out,8/28/15
Check-Out,8/29/15
Check-Out,8/30/15
Canceled,7/6/15
Canceled,7/2/15
Canceled,7/17/15
Canceled,8/17/15
Check-Out,8/31/15
Canceled,7/2/15
Canceled,8/3/15
Canceled,7/3/15
Check-Out,9/2/15
Check-Out,9/2/15
Canceled,5/13/15
Check-Out,9/3/15
Canceled,5/13/15
Canceled,8/14/15
Check-Out,9/3/15
Check-Out,9/3/15
Canceled,8/14/15
Check-Out,8/29/15
Canceled,8/13/15
Canceled,8/13/15
Canceled,8/13/15
Check-Out,8/30/15
Canceled,7/27/15
Check-Out,8/30/15
Check-Out,8/30/15
Canceled,7/1/15
Check-Out,8/30/15
Check-Out,8/30/15
Check-Out,8/30/15
Check-Out,8/31/15
Canceled,7/24/15
Check-Out,8/31/15
Canceled,8/24/15
Check-Out,8/31/15
Check-Out,8/31/15
Check-Out,8/31/15
Check-Out,8/31/15
Check-Out,8/31/15
Check-Out,8/29/15
Check-Out,8/30/15
Canceled,7/6/15
Check-Out,9/1/15
Check-Out,9/1/15
Check-Out,9/2/15
Canceled,8/28/15
Canceled,8/10/15
Canceled,8/13/15
Check-Out,9/3/15
Canceled,7/31/15
Check-Out,9/3/15
Check-Out,9/4/15
Check-Out,9/4/15
Check-Out,9/4/15
Check-Out,9/2/15
Canceled,8/1/15
Check-Out,9/4/15
Canceled,7/3/15
Check-Out,9/2/15
Canceled,7/6/15
Check-Out,8/31/15
Check-Out,8/31/15
Check-Out,9/1/15
Check-Out,9/1/15
Check-Out,8/30/15
Check-Out,9/2/15
Check-Out,9/2/15
Canceled,8/6/15
Canceled,8/6/15
Check-Out,9/3/15
Check-Out,9/3/15
Check-Out,9/4/15
Canceled,8/3/15
Canceled,7/31/15
Canceled,5/27/15
Check-Out,9/5/15
Check-Out,8/31/15
Check-Out,9/1/15
Check-Out,9/1/15
Canceled,8/24/15
Check-Out,9/2/15
Check-Out,9/2/15
Check-Out,9/3/15
Check-Out,9/3/15
Check-Out,9/4/15
Check-Out,9/5/15
Check-Out,9/5/15
Canceled,6/20/15
Canceled,6/16/15
Canceled,7/20/15
Canceled,8/6/15
Check-Out,9/6/15
Check-Out,9/6/15
Canceled,5/18/15
Canceled,8/14/15
Check-Out,9/1/15
Check-Out,9/2/15
Check-Out,9/2/15
Check-Out,9/2/15
Check-Out,9/3/15
Check-Out,9/3/15
Canceled,4/20/15
Check-Out,9/3/15
No-Show,8/31/15
Canceled,7/25/15
Check-Out,9/3/15
Check-Out,9/3/15
Check-Out,9/4/15
Check-Out,9/4/15
Check-Out,9/4/15
Canceled,6/17/15
Canceled,4/29/15
Canceled,7/3/15
Check-Out,9/7/15
Check-Out,9/10/15
Check-Out,9/11/15
Canceled,8/6/15
Canceled,7/22/15
Check-Out,9/4/15
Check-Out,9/4/15
Check-Out,9/4/15
Canceled,7/6/15
Canceled,7/31/15
Canceled,6/8/15
Check-Out,9/5/15
Check-Out,9/5/15
Check-Out,9/5/15
Check-Out,9/5/15
Check-Out,9/6/15
Canceled,8/21/15
Check-Out,9/3/15
Canceled,7/1/15
Check-Out,9/6/15
Canceled,7/1/15
Check-Out,9/7/15
Check-Out,9/8/15
Canceled,8/17/15
Check-Out,9/8/15
Canceled,8/10/15
Canceled,6/6/15
Check-Out,9/8/15
Canceled,7/25/15
Check-Out,9/9/15
Check-Out,9/9/15
Canceled,8/18/15
Check-Out,9/11/15
Check-Out,9/13/15
Check-Out,9/15/15
Check-Out,9/3/15
Canceled,4/20/15
Canceled,9/1/15
Canceled,4/20/15
Check-Out,9/6/15
Check-Out,9/7/15
Check-Out,9/7/15
Check-Out,9/9/15
Canceled,9/1/15
Canceled,6/26/15
Canceled,4/10/15
Check-Out,9/5/15
Check-Out,9/6/15
Check-Out,9/6/15
Check-Out,9/6/15
Check-Out,9/4/15
Check-Out,9/6/15
Check-Out,9/6/15
Check-Out,9/6/15
Check-Out,9/6/15
Check-Out,9/6/15
Check-Out,9/6/15
Canceled,1/2/15
Check-Out,9/7/15
Check-Out,9/7/15
Check-Out,9/7/15
Check-Out,9/7/15
Check-Out,9/7/15
Canceled,11/18/14
Check-Out,9/12/15
Check-Out,9/12/15
Check-Out,9/12/15
Check-Out,9/13/15
Check-Out,9/13/15
Check-Out,9/10/15
Check-Out,9/10/15
No-Show,9/3/15
Check-Out,9/17/15
Check-Out,9/5/15
Canceled,9/4/15
Check-Out,9/5/15
Check-Out,9/5/15
Check-Out,9/6/15
Check-Out,9/6/15
Canceled,6/4/15
Check-Out,9/6/15
Canceled,6/29/15
Check-Out,9/6/15
Canceled,8/6/15
Check-Out,9/7/15
Canceled,8/14/15
Check-Out,9/7/15
Check-Out,9/7/15
Canceled,8/7/15
Check-Out,9/8/15
Check-Out,9/8/15
Check-Out,9/9/15
Check-Out,9/9/15
Canceled,8/6/15
Check-Out,9/13/15
Check-Out,9/14/15
Check-Out,9/14/15
Check-Out,9/10/15
Check-Out,9/11/15
Canceled,8/28/15
Canceled,8/21/15
Check-Out,9/11/15
Check-Out,9/11/15
Check-Out,9/11/15
Canceled,6/29/15
Canceled,1/2/15
Check-Out,9/12/15
Check-Out,9/7/15
Check-Out,9/9/15
Canceled,1/2/15
Check-Out,9/12/15
Canceled,6/26/15
Check-Out,9/12/15
Check-Out,9/12/15
No-Show,9/5/15
Canceled,7/14/15
Check-Out,9/12/15
Check-Out,9/12/15
Canceled,7/13/15
Canceled,9/4/15
Canceled,9/4/15
Canceled,4/7/15
Canceled,5/1/15
Canceled,5/1/15
Check-Out,9/15/15
Check-Out,9/19/15
Check-Out,9/19/15
Check-Out,9/6/15
Check-Out,9/8/15
Canceled,5/13/15
Check-Out,9/9/15
Check-Out,9/10/15
Canceled,8/6/15
Canceled,8/25/15
Canceled,8/31/15
Canceled,6/29/15
Canceled,8/11/15
Canceled,8/18/15
Check-Out,9/11/15
Canceled,7/31/15
Check-Out,9/12/15
Canceled,8/24/15
Canceled,8/25/15
Check-Out,9/12/15
Check-Out,9/12/15
Check-Out,9/12/15
Check-Out,9/13/15
Check-Out,9/13/15
Check-Out,9/13/15
Canceled,5/23/15
Check-Out,9/13/15
Check-Out,9/13/15
Check-Out,9/13/15
Check-Out,9/13/15
Check-Out,9/13/15
Canceled,8/1/15
Check-Out,9/16/15
Canceled,6/5/15
Check-Out,9/16/15
Check-Out,9/17/15
Check-Out,9/20/15
Canceled,1/18/15
Check-Out,9/11/15
Check-Out,9/11/15
Check-Out,9/12/15
Canceled,7/21/15
Check-Out,9/12/15
Check-Out,9/12/15
Check-Out,9/13/15
Canceled,9/5/15
Canceled,6/5/15
Canceled,8/4/15
Canceled,8/27/15
Check-Out,10/23/15
No-Show,9/7/15
Check-Out,9/7/15
Check-Out,9/10/15
Canceled,1/22/15
Canceled,1/22/15
Canceled,1/22/15
Canceled,7/27/15
Canceled,8/28/15
Canceled,8/10/15
Check-Out,9/12/15
Check-Out,9/15/15
Check-Out,9/15/15
Check-Out,9/15/15
Check-Out,9/16/15
Canceled,1/1/15
Check-Out,9/15/15
Check-Out,9/22/15
Canceled,9/9/15
Check-Out,9/10/15
Check-Out,9/10/15
Check-Out,9/10/15
Canceled,9/9/15
Canceled,8/22/15
Check-Out,9/11/15
Check-Out,9/12/15
Check-Out,9/10/15
Check-Out,9/12/15
Canceled,9/9/15
Check-Out,9/15/15
Check-Out,9/15/15
Check-Out,9/16/15
Check-Out,9/16/15
Canceled,4/29/15
Canceled,7/23/15
Canceled,4/29/15
Check-Out,9/14/15
Check-Out,9/14/15
Check-Out,9/13/15
Canceled,5/22/15
Check-Out,9/14/15
Canceled,8/14/15
Check-Out,9/14/15
Canceled,5/22/15
Canceled,5/21/15
Check-Out,9/15/15
Check-Out,9/15/15
Check-Out,9/17/15
Canceled,6/11/15
Check-Out,9/11/15
Check-Out,9/11/15
Check-Out,9/12/15
Canceled,5/11/15
Check-Out,9/12/15
Canceled,8/12/15
Check-Out,9/17/15
Canceled,8/25/15
Check-Out,9/17/15
Check-Out,9/17/15
Check-Out,9/17/15
Check-Out,9/17/15
Check-Out,9/19/15
Canceled,7/15/15
Canceled,5/22/15
Check-Out,9/20/15
Check-Out,9/20/15
Check-Out,9/24/15
Check-Out,9/12/15
Check-Out,9/12/15
Check-Out,9/12/15
Check-Out,9/12/15
Check-Out,9/12/15
Check-Out,9/12/15
Check-Out,9/13/15
Check-Out,9/13/15
Check-Out,9/13/15
Check-Out,9/13/15
Check-Out,9/14/15
Check-Out,9/14/15
Check-Out,9/14/15
Check-Out,9/16/15
Check-Out,9/18/15
Canceled,7/21/15
Check-Out,9/18/15
Canceled,6/25/15
Check-Out,9/21/15
Canceled,6/23/15
Canceled,6/23/15
Check-Out,9/16/15
Canceled,8/6/15
Canceled,5/9/15
Check-Out,9/18/15
Canceled,9/8/15
Canceled,8/26/15
Check-Out,9/19/15
Check-Out,9/19/15
Check-Out,9/19/15
Canceled,1/2/15
Check-Out,9/19/15
Check-Out,9/30/15
Check-Out,9/19/15
Check-Out,9/14/15
Canceled,5/20/15
Canceled,5/9/15
Check-Out,9/17/15
Canceled,9/9/15
Canceled,8/10/15
Check-Out,9/17/15
Canceled,8/10/15
Check-Out,9/18/15
Check-Out,9/18/15
Canceled,9/4/15
Canceled,7/31/15
Canceled,5/16/15
Check-Out,9/20/15
Check-Out,9/20/15
Check-Out,9/21/15
Check-Out,9/24/15
Check-Out,9/25/15
Check-Out,9/25/15
Canceled,6/19/15
Check-Out,9/27/15
Check-Out,9/16/15
Check-Out,9/17/15
Canceled,9/3/15
Check-Out,9/19/15
Check-Out,9/19/15
Check-Out,9/19/15
Canceled,8/20/15
Check-Out,9/19/15
Check-Out,9/20/15
Check-Out,9/20/15
Canceled,7/21/15
Check-Out,9/22/15
Check-Out,9/28/15
Check-Out,10/12/15
Check-Out,9/17/15
Check-Out,9/16/15
Canceled,9/2/15
Canceled,8/17/15
Check-Out,9/20/15
Canceled,7/14/15
Check-Out,9/21/15
Canceled,8/28/15
Canceled,6/13/15
Canceled,7/14/15
Check-Out,9/24/15
Check-Out,9/29/15
Canceled,5/27/15
Check-Out,9/29/15
Check-Out,9/17/15
Check-Out,9/17/15
Check-Out,9/17/15
Check-Out,9/17/15
Check-Out,9/17/15
Check-Out,9/17/15
Check-Out,9/17/15
Check-Out,9/17/15
Check-Out,9/18/15
Check-Out,9/18/15
Check-Out,9/19/15
Canceled,7/15/15
Check-Out,9/19/15
Check-Out,9/19/15
Check-Out,9/19/15
Check-Out,9/19/15
Canceled,8/17/15
Canceled,5/19/15
Check-Out,9/21/15
Check-Out,9/20/15
Check-Out,9/21/15
Check-Out,9/23/15
Check-Out,9/23/15
Canceled,7/20/15
Check-Out,9/23/15
Canceled,7/31/15
Canceled,9/10/15
Canceled,6/13/15
Check-Out,9/18/15
Check-Out,9/19/15
Check-Out,9/17/15
Check-Out,9/18/15
Check-Out,9/18/15
Canceled,9/15/15
Check-Out,9/21/15
Check-Out,9/21/15
Check-Out,9/21/15
Check-Out,9/21/15
Check-Out,9/21/15
Check-Out,9/22/15
Canceled,8/10/15
Canceled,7/31/15
Check-Out,9/21/15
Check-Out,9/21/15
Canceled,7/20/15
Check-Out,9/24/15
Canceled,8/13/15
Check-Out,9/24/15
Check-Out,9/24/15
Check-Out,9/24/15
Check-Out,10/1/15
Check-Out,10/1/15
Check-Out,9/20/15
Check-Out,9/20/15
Check-Out,9/21/15
Canceled,8/18/15
Check-Out,9/21/15
Check-Out,9/21/15
Canceled,8/12/15
Canceled,8/22/15
Check-Out,9/23/15
Canceled,7/21/15
Check-Out,9/25/15
Check-Out,9/25/15
Canceled,7/8/15
Check-Out,9/28/15
Check-Out,9/21/15
Check-Out,9/23/15
Check-Out,9/23/15
Canceled,8/17/15
Canceled,6/2/15
Check-Out,9/24/15
Canceled,7/24/15
Check-Out,9/24/15
Check-Out,9/26/15
Check-Out,9/26/15
Check-Out,9/26/15
Check-Out,9/26/15
Check-Out,9/26/15
Canceled,1/2/15
Canceled,7/27/15
Check-Out,9/26/15
Check-Out,9/29/15
Check-Out,9/29/15
Check-Out,9/29/15
Canceled,6/29/15
Canceled,8/10/15
Check-Out,9/24/15
Canceled,7/31/15
Check-Out,9/27/15
Canceled,4/18/15
Check-Out,9/27/15
Check-Out,9/27/15
Canceled,4/18/15
Check-Out,9/27/15
Canceled,9/18/15
Check-Out,10/1/15
Check-Out,10/1/15
Check-Out,10/1/15
Canceled,8/18/15
Canceled,9/9/15
Canceled,9/18/15
Check-Out,9/23/15
Canceled,8/18/15
Canceled,8/18/15
Canceled,8/20/15
Canceled,8/18/15
Check-Out,9/23/15
Canceled,8/18/15
Check-Out,9/23/15
Check-Out,9/24/15
Check-Out,9/24/15
Canceled,1/2/15
Canceled,7/11/15
Canceled,7/29/15
Check-Out,9/28/15
Check-Out,9/28/15
Check-Out,9/28/15
Check-Out,9/28/15
Check-Out,9/28/15
Check-Out,9/28/15
Check-Out,9/30/15
Check-Out,10/1/15
Check-Out,10/1/15
Check-Out,10/1/15
Check-Out,10/2/15
Check-Out,9/24/15
Canceled,9/8/15
Canceled,4/22/15
Canceled,9/8/15
Check-Out,9/29/15
Check-Out,9/29/15
Check-Out,9/29/15
Check-Out,9/29/15
Canceled,9/21/15
Check-Out,9/30/15
Canceled,6/15/15
Check-Out,9/24/15
Check-Out,9/24/15
Check-Out,9/24/15
Canceled,9/22/15
Canceled,9/22/15
Check-Out,9/25/15
Check-Out,9/25/15
Canceled,9/22/15
Canceled,9/22/15
Check-Out,9/28/15
Canceled,9/14/15
Canceled,9/18/15
Check-Out,9/30/15
Check-Out,10/1/15
Check-Out,10/2/15
Check-Out,9/27/15
Check-Out,9/26/15
Check-Out,9/26/15
Check-Out,9/27/15
Check-Out,9/25/15
Canceled,1/2/15
Check-Out,9/29/15
Check-Out,9/29/15
Check-Out,10/1/15
Check-Out,10/1/15
Check-Out,10/4/15
Check-Out,10/8/15
Canceled,9/23/15
Check-Out,9/26/15
Check-Out,9/26/15
Check-Out,9/26/15
Check-Out,9/26/15
Check-Out,9/26/15
Check-Out,9/27/15
Check-Out,9/27/15
Canceled,6/19/15
Check-Out,9/27/15
Check-Out,9/27/15
Canceled,9/8/15
Check-Out,9/30/15
Check-Out,9/30/15
Canceled,8/31/15
Canceled,7/18/15
Check-Out,10/2/15
Check-Out,10/2/15
Check-Out,10/2/15
Check-Out,10/3/15
Canceled,7/18/15
Check-Out,9/27/15
Check-Out,9/28/15
Canceled,8/20/15
Canceled,8/20/15
Check-Out,9/28/15
Canceled,7/17/15
Canceled,8/24/15
Canceled,8/27/15
Canceled,8/27/15
Canceled,9/1/15
Check-Out,9/29/15
Check-Out,10/1/15
Check-Out,10/2/15
Canceled,1/2/15
Check-Out,10/3/15
Check-Out,10/3/15
Check-Out,10/3/15
Canceled,9/16/15
Check-Out,10/1/15
Check-Out,9/28/15
Check-Out,9/28/15
Canceled,8/4/15
Check-Out,10/2/15
Check-Out,10/4/15
Check-Out,10/4/15
Check-Out,10/4/15
Check-Out,10/4/15
Canceled,7/17/15
Check-Out,10/4/15
Canceled,7/20/15
Check-Out,10/4/15
Check-Out,10/4/15
Canceled,9/21/15
Check-Out,10/7/15
Check-Out,10/9/15
Check-Out,10/11/15
Check-Out,9/29/15
Check-Out,9/30/15
Canceled,7/13/15
Canceled,7/25/15
Check-Out,10/2/15
Canceled,7/20/15
Canceled,7/25/15
Check-Out,10/2/15
Canceled,7/25/15
Canceled,7/13/15
Canceled,7/13/15
Canceled,7/6/15
Canceled,9/10/15
Check-Out,10/5/15
Check-Out,10/5/15
Check-Out,10/5/15
Check-Out,10/6/15
Canceled,6/2/15
Check-Out,10/10/15
Canceled,9/3/15
Canceled,7/11/15
Canceled,9/14/15
Check-Out,10/6/15
Check-Out,10/6/15
Check-Out,10/3/15
No-Show,9/29/15
Check-Out,10/6/15
Canceled,9/14/15
Check-Out,10/6/15
Canceled,9/1/15
Check-Out,10/7/15
Canceled,9/1/15
Check-Out,10/8/15
Check-Out,10/11/15
Check-Out,10/1/15
Check-Out,10/1/15
Check-Out,10/1/15
Check-Out,10/2/15
Check-Out,10/3/15
Check-Out,10/3/15
Check-Out,10/3/15
Check-Out,10/3/15
Check-Out,10/3/15
Check-Out,10/3/15
Check-Out,10/3/15
Check-Out,10/3/15
Canceled,9/28/15
Canceled,9/28/15
Check-Out,10/6/15
Canceled,6/15/15
Check-Out,10/6/15
Check-Out,10/7/15
Check-Out,10/7/15
Check-Out,10/7/15
Canceled,8/12/15
Check-Out,10/7/15
Check-Out,10/7/15
Check-Out,10/7/15
Check-Out,10/7/15
Canceled,8/12/15
Check-Out,10/14/15
Check-Out,10/2/15
Canceled,9/8/15
Check-Out,10/4/15
Check-Out,10/4/15
Check-Out,10/4/15
Check-Out,10/4/15
Check-Out,10/5/15
Check-Out,10/5/15
Check-Out,10/5/15
Check-Out,10/6/15
Check-Out,10/6/15
Check-Out,10/6/15
Check-Out,10/8/15
Check-Out,10/8/15
Check-Out,10/8/15
Canceled,9/12/15
Check-Out,10/8/15
Check-Out,10/8/15
Check-Out,10/8/15
Check-Out,10/8/15
Check-Out,10/8/15
Check-Out,10/8/15
Canceled,6/22/15
Check-Out,10/8/15
Check-Out,10/4/15
Check-Out,10/4/15
Check-Out,10/4/15
Check-Out,10/4/15
Canceled,9/25/15
Canceled,7/21/15
Check-Out,10/6/15
Check-Out,10/6/15
Check-Out,10/7/15
Check-Out,10/9/15
Check-Out,10/9/15
Check-Out,10/9/15
Check-Out,10/9/15
Check-Out,10/9/15
Check-Out,10/9/15
Canceled,9/9/15
Check-Out,10/9/15
Check-Out,10/9/15
Check-Out,10/10/15
Check-Out,10/10/15
Check-Out,10/10/15
Check-Out,10/4/15
Canceled,8/12/15
Canceled,8/12/15
Canceled,8/12/15
Canceled,8/12/15
Check-Out,10/4/15
Check-Out,10/4/15
Check-Out,10/4/15
Check-Out,10/4/15
Canceled,8/12/15
Canceled,8/12/15
Canceled,9/30/15
Canceled,9/30/15
Check-Out,10/7/15
Check-Out,10/7/15
Check-Out,10/7/15
Check-Out,10/7/15
Check-Out,10/7/15
Canceled,9/1/15
Check-Out,10/7/15
Check-Out,10/7/15
Canceled,9/18/15
Check-Out,10/10/15
Check-Out,10/6/15
Check-Out,10/6/15
Canceled,9/14/15
Check-Out,10/10/15
Check-Out,10/10/15
Check-Out,10/10/15
Check-Out,10/10/15
Check-Out,10/10/15
Check-Out,10/10/15
Canceled,1/2/15
Check-Out,10/10/15
Canceled,8/20/15
Check-Out,10/10/15
Check-Out,10/10/15
Check-Out,10/10/15
Check-Out,10/5/15
Check-Out,10/5/15
Check-Out,10/6/15
Canceled,1/2/15
Check-Out,10/6/15
Canceled,9/11/15
Canceled,9/21/15
Check-Out,10/11/15
Check-Out,10/11/15
Check-Out,10/14/15
Check-Out,10/15/15
Canceled,7/17/15
Canceled,7/17/15
Canceled,7/17/15
Canceled,7/17/15
Canceled,7/17/15
Canceled,7/17/15
Canceled,7/17/15
Canceled,7/17/15
Canceled,7/17/15
Canceled,7/17/15
Canceled,7/17/15
Canceled,7/17/15
Check-Out,10/9/15
Check-Out,10/9/15
Canceled,8/31/15
Check-Out,10/18/15
Check-Out,10/10/15
Check-Out,10/10/15
Check-Out,10/6/15
Check-Out,10/7/15
Check-Out,10/7/15
Canceled,10/2/15
Check-Out,10/9/15
Check-Out,10/9/15
Check-Out,10/9/15
Check-Out,10/12/15
Check-Out,10/12/15
Check-Out,10/12/15
Canceled,8/11/15
Canceled,8/11/15
Canceled,8/11/15
Canceled,8/11/15
Check-Out,10/15/15
Canceled,6/26/15
Canceled,10/5/15
Canceled,10/5/15
Canceled,10/5/15
Check-Out,10/6/15
Canceled,9/4/15
Check-Out,10/7/15
Check-Out,10/8/15
Canceled,8/21/15
Canceled,10/5/15
Check-Out,10/6/15
Check-Out,10/10/15
Check-Out,10/8/15
Check-Out,10/12/15
Canceled,9/3/15
Canceled,1/2/15
Check-Out,10/13/15
Canceled,1/2/15
Check-Out,10/13/15
Check-Out,10/13/15
Canceled,10/5/15
Check-Out,10/8/15
Canceled,10/5/15
Canceled,10/5/15
Canceled,10/5/15
Check-Out,10/9/15
Check-Out,10/9/15
Check-Out,10/9/15
Check-Out,10/8/15
Check-Out,10/8/15
Check-Out,10/8/15
Check-Out,10/11/15
Check-Out,10/9/15
Check-Out,10/14/15
Check-Out,10/14/15
Check-Out,10/14/15
Check-Out,10/14/15
Canceled,9/25/15
Check-Out,10/14/15
Check-Out,10/14/15
Canceled,10/8/15
Check-Out,10/9/15
Check-Out,10/9/15
Check-Out,10/9/15
Canceled,10/8/15
Check-Out,10/9/15
Check-Out,10/11/15
Check-Out,10/11/15
Check-Out,10/11/15
Check-Out,10/11/15
Check-Out,10/11/15
Check-Out,10/11/15
Check-Out,10/11/15
Check-Out,10/11/15
Check-Out,10/11/15
Check-Out,10/11/15
Check-Out,10/11/15
Check-Out,10/11/15
Check-Out,10/11/15
Check-Out,10/11/15
No-Show,10/8/15
Check-Out,10/11/15
Check-Out,10/11/15
Check-Out,10/12/15
Check-Out,10/15/15
Canceled,1/2/15
Check-Out,10/15/15
Check-Out,10/12/15
Check-Out,10/15/15
Check-Out,10/15/15
Canceled,7/7/15
Check-Out,10/20/15
Check-Out,10/10/15
Check-Out,10/10/15
Check-Out,10/10/15
Canceled,8/29/15
Check-Out,10/11/15
Check-Out,10/11/15
Check-Out,10/11/15
Check-Out,10/11/15
Canceled,7/23/15
Canceled,10/8/15
Check-Out,10/11/15
Canceled,8/14/15
Canceled,8/14/15
Canceled,8/14/15
Canceled,8/14/15
Canceled,8/14/15
Canceled,8/14/15
Check-Out,10/12/15
Canceled,8/14/15
Canceled,8/14/15
Check-Out,10/12/15
Check-Out,10/12/15
Check-Out,10/11/15
Check-Out,10/11/15
Check-Out,10/12/15
Check-Out,10/12/15
Canceled,8/14/15
Canceled,8/14/15
Canceled,8/14/15
Canceled,8/14/15
Canceled,8/14/15
Canceled,8/14/15
Canceled,8/14/15
Canceled,8/14/15
Canceled,8/14/15
Canceled,8/14/15
Canceled,8/14/15
Canceled,8/14/15
Canceled,8/14/15
Check-Out,10/12/15
Check-Out,10/12/15
Check-Out,10/12/15
Canceled,8/14/15
Canceled,8/14/15
Canceled,8/14/15
Check-Out,10/12/15
Check-Out,10/12/15
Check-Out,10/12/15
Check-Out,10/12/15
Canceled,8/14/15
Canceled,8/14/15
Canceled,8/14/15
Canceled,8/14/15
Check-Out,10/13/15
Check-Out,10/13/15
Check-Out,10/13/15
Check-Out,10/13/15
Check-Out,10/14/15
Check-Out,10/14/15
Check-Out,10/9/15
Canceled,10/9/15
Check-Out,10/11/15
Check-Out,10/11/15
Check-Out,10/11/15
No-Show,10/10/15
Check-Out,10/12/15
Check-Out,10/12/15
Check-Out,10/12/15
Check-Out,10/12/15
Canceled,9/28/15
Check-Out,10/12/15
Check-Out,10/12/15
Check-Out,10/12/15
Check-Out,10/12/15
Check-Out,10/12/15
Check-Out,10/12/15
Check-Out,10/12/15
Check-Out,10/12/15
Check-Out,10/12/15
Check-Out,10/12/15
Canceled,9/28/15
Check-Out,10/12/15
Canceled,7/8/15
Canceled,7/8/15
Canceled,7/8/15
Canceled,7/8/15
Canceled,7/8/15
Canceled,7/8/15
Canceled,7/8/15
Canceled,7/8/15
Canceled,7/8/15
Canceled,7/8/15
Canceled,5/20/15
Canceled,7/8/15
Canceled,7/8/15
Canceled,7/8/15
Canceled,5/20/15
Check-Out,10/19/15
Check-Out,10/31/15
Check-Out,10/12/15
Check-Out,10/12/15
Check-Out,10/12/15
Check-Out,10/12/15
Canceled,9/21/15
Check-Out,10/12/15
Check-Out,10/12/15
Check-Out,10/13/15
Check-Out,10/13/15
Check-Out,10/13/15
Check-Out,10/13/15
Canceled,9/28/15
Check-Out,10/12/15
Canceled,9/11/15
Canceled,9/30/15
Check-Out,10/15/15
Canceled,7/31/15
