hotel,is_canceled,stays_in_weekend_nights,stays_in_week_nights,adr
Resort Hotel,0,0,2,120
Resort Hotel,1,0,2,154.8
Resort Hotel,0,0,2,192
Resort Hotel,1,0,2,153
Resort Hotel,1,0,2,120.6
Resort Hotel,0,0,2,192
Resort Hotel,1,0,2,120.6
Resort Hotel,1,0,2,164
Resort Hotel,0,0,2,219.5
Resort Hotel,0,0,2,192.5
Resort Hotel,1,1,2,149.7
Resort Hotel,1,1,2,111.92
Resort Hotel,1,1,2,120.6
Resort Hotel,1,1,2,149.7
Resort Hotel,1,1,2,173
Resort Hotel,1,1,2,112
Resort Hotel,0,2,2,57.6
Resort Hotel,0,2,2,214
Resort Hotel,1,2,2,172
Resort Hotel,0,2,3,157.8
Resort Hotel,0,2,4,170.33
Resort Hotel,0,3,7,119.25
Resort Hotel,0,1,1,96.3
Resort Hotel,1,2,1,118.06
Resort Hotel,1,2,1,118.06
Resort Hotel,1,0,1,154
Resort Hotel,1,0,1,202
Resort Hotel,1,0,1,134
Resort Hotel,1,0,1,202
Resort Hotel,1,0,1,252
Resort Hotel,1,0,1,233
Resort Hotel,0,0,1,211
Resort Hotel,1,0,1,211
Resort Hotel,1,2,3,237
Resort Hotel,0,2,5,188.29
Resort Hotel,1,2,4,120.6
Resort Hotel,1,2,5,177.14
Resort Hotel,1,2,5,222.14
Resort Hotel,1,2,5,127.82
Resort Hotel,1,2,5,194.14
Resort Hotel,1,2,5,120.6
Resort Hotel,1,2,5,144.53
Resort Hotel,0,2,5,185
Resort Hotel,1,2,6,96.3
Resort Hotel,0,2,6,193.13
Resort Hotel,1,3,6,210.78
Resort Hotel,1,4,6,169
Resort Hotel,1,4,6,174.7
Resort Hotel,1,4,10,135.53
Resort Hotel,0,4,10,172
Resort Hotel,1,1,0,144
Resort Hotel,1,2,0,162.5
Resort Hotel,1,2,3,209.6
Resort Hotel,1,2,3,209.6
Resort Hotel,0,2,5,195.5
Resort Hotel,0,2,4,186
Resort Hotel,0,2,4,163.5
Resort Hotel,0,2,5,180.28
Resort Hotel,0,2,5,174.76
Resort Hotel,0,4,5,116.85
Resort Hotel,0,2,5,159
Resort Hotel,1,4,10,104.55
Resort Hotel,0,0,0,0
Resort Hotel,0,1,0,144.76
Resort Hotel,1,1,1,205
Resort Hotel,1,1,3,123
Resort Hotel,1,1,4,173
Resort Hotel,1,1,4,220.55
Resort Hotel,0,2,5,162.14
Resort Hotel,1,2,5,119.7
Resort Hotel,0,2,5,77.54
Resort Hotel,1,2,5,120.6
Resort Hotel,1,2,5,153
Resort Hotel,0,0,0,0
Resort Hotel,0,0,0,0
Resort Hotel,0,0,1,172
Resort Hotel,1,0,3,221
Resort Hotel,1,0,3,153
Resort Hotel,0,0,4,230.5
Resort Hotel,0,0,4,230.5
Resort Hotel,1,0,4,211
Resort Hotel,0,0,5,241
Resort Hotel,1,1,5,211
Resort Hotel,0,2,5,90.95
Resort Hotel,0,2,5,188.29
Resort Hotel,0,2,5,90.95
Resort Hotel,0,2,8,187.8
Resort Hotel,0,0,0,0
Resort Hotel,0,0,0,0
Resort Hotel,1,0,1,172
Resort Hotel,0,0,1,171.9
Resort Hotel,0,0,1,200
Resort Hotel,1,0,3,149.4
Resort Hotel,1,0,4,154
Resort Hotel,0,0,4,148.25
Resort Hotel,0,0,4,172
Resort Hotel,1,1,4,183
Resort Hotel,1,1,4,242.6
Resort Hotel,0,0,4,172
Resort Hotel,0,2,5,168.71
Resort Hotel,1,2,6,166
Resort Hotel,1,0,1,112
Resort Hotel,0,0,1,172
Resort Hotel,1,0,3,120.6
Resort Hotel,0,0,3,126
Resort Hotel,0,0,3,268
Resort Hotel,0,1,3,173
Resort Hotel,0,2,3,149.2
Resort Hotel,0,2,3,217.2
Resort Hotel,1,1,3,239.3
Resort Hotel,0,2,4,181.5
Resort Hotel,0,2,6,154
Resort Hotel,0,2,6,173
Resort Hotel,0,2,8,181.9
Resort Hotel,0,0,0,0
Resort Hotel,0,0,1,114
Resort Hotel,1,0,2,267
Resort Hotel,0,0,2,226
Resort Hotel,1,0,2,173
Resort Hotel,0,0,2,211
Resort Hotel,0,0,2,191
Resort Hotel,1,1,2,173
Resort Hotel,0,1,2,173
Resort Hotel,1,2,2,277.5
Resort Hotel,0,2,2,134
Resort Hotel,1,2,2,153
Resort Hotel,1,2,2,186
Resort Hotel,0,2,2,107.2
Resort Hotel,0,2,3,221
Resort Hotel,1,2,4,202
Resort Hotel,1,2,5,169
Resort Hotel,0,2,5,133.5
Resort Hotel,1,2,5,154.38
Resort Hotel,1,2,5,154.38
Resort Hotel,0,2,5,205
Resort Hotel,0,2,7,121.39
Resort Hotel,0,0,1,171.9
Resort Hotel,1,0,1,164
Resort Hotel,1,1,1,134
Resort Hotel,0,1,1,250
Resort Hotel,0,1,1,208
Resort Hotel,1,1,1,181
Resort Hotel,0,2,1,172
Resort Hotel,0,2,1,157.59
Resort Hotel,0,2,2,211.75
Resort Hotel,0,2,2,246
Resort Hotel,1,2,2,108.54
Resort Hotel,1,2,4,186
Resort Hotel,1,2,5,205
Resort Hotel,1,2,5,154
Resort Hotel,1,2,5,200.71
Resort Hotel,0,2,5,252
Resort Hotel,1,2,5,135.2
Resort Hotel,0,2,5,276.43
Resort Hotel,1,2,5,228
Resort Hotel,0,2,5,133
Resort Hotel,1,2,5,205
Resort Hotel,1,2,5,134
Resort Hotel,1,2,5,119.7
Resort Hotel,0,2,5,90.95
Resort Hotel,0,2,5,138
Resort Hotel,1,2,5,134
Resort Hotel,1,2,6,173
Resort Hotel,0,4,9,165.69
Resort Hotel,0,1,0,195
Resort Hotel,0,1,0,127.31
Resort Hotel,0,1,0,134
Resort Hotel,1,2,0,207
Resort Hotel,1,2,0,211.5
Resort Hotel,0,2,1,210.33
Resort Hotel,0,2,2,211
Resort Hotel,0,2,2,154
Resort Hotel,1,2,3,145.4
Resort Hotel,1,2,3,101.25
Resort Hotel,0,2,4,179.38
Resort Hotel,1,2,4,166
Resort Hotel,1,2,4,202
Resort Hotel,1,2,4,172
Resort Hotel,0,2,4,277
Resort Hotel,0,2,5,104
Resort Hotel,0,2,5,133
Resort Hotel,1,2,5,214
Resort Hotel,0,2,5,130
Resort Hotel,1,2,5,154
Resort Hotel,0,2,5,106.4
Resort Hotel,1,4,10,133
Resort Hotel,1,4,10,120
Resort Hotel,0,0,0,0
Resort Hotel,0,1,2,254
Resort Hotel,1,1,2,192
Resort Hotel,0,1,2,221
Resort Hotel,1,1,1,120.6
Resort Hotel,0,1,2,211
Resort Hotel,1,1,4,147.6
Resort Hotel,0,1,4,129
Resort Hotel,1,1,4,205
Resort Hotel,0,1,5,147.07
Resort Hotel,1,1,5,107.2
Resort Hotel,0,1,5,179.1
Resort Hotel,0,1,5,164.65
Resort Hotel,1,1,5,200
Resort Hotel,1,1,5,134
Resort Hotel,0,2,5,233
Resort Hotel,1,2,5,190
Resort Hotel,1,2,5,196
Resort Hotel,1,2,5,185.57
Resort Hotel,1,3,5,175
Resort Hotel,1,3,5,175
Resort Hotel,0,3,8,169
Resort Hotel,0,0,0,0
Resort Hotel,0,0,0,0
Resort Hotel,1,0,2,134
Resort Hotel,1,0,2,211
Resort Hotel,1,0,2,134
Resort Hotel,1,0,3,120.6
Resort Hotel,1,0,3,120.6
Resort Hotel,1,0,3,112.5
Resort Hotel,1,0,4,164
Resort Hotel,1,0,4,120.6
Resort Hotel,0,0,4,154
Resort Hotel,1,0,4,207
Resort Hotel,1,0,5,214
Resort Hotel,1,0,5,186
Resort Hotel,0,0,5,154
Resort Hotel,1,0,5,162.3
Resort Hotel,1,0,5,186
Resort Hotel,1,1,5,241
Resort Hotel,1,2,5,274.93
Resort Hotel,0,2,5,156.73
Resort Hotel,1,2,5,156.73
Resort Hotel,1,0,5,134
Resort Hotel,1,0,5,134
Resort Hotel,0,2,5,211
Resort Hotel,0,2,8,200.7
Resort Hotel,0,2,8,142.26
Resort Hotel,1,2,10,196
Resort Hotel,0,2,10,129.41
Resort Hotel,1,2,5,98.02
Resort Hotel,1,2,5,120.6
Resort Hotel,1,0,1,191
Resort Hotel,1,0,1,191
Resort Hotel,0,0,1,252
Resort Hotel,0,0,3,157.08
Resort Hotel,1,0,3,258.33
Resort Hotel,1,0,4,211
Resort Hotel,1,0,4,211
Resort Hotel,1,2,5,133.21
Resort Hotel,1,2,6,173.5
Resort Hotel,1,2,8,90.95
Resort Hotel,0,2,8,90.95
Resort Hotel,0,2,8,90.95
Resort Hotel,0,1,4,134
Resort Hotel,1,4,10,120.6
Resort Hotel,0,0,1,172
Resort Hotel,0,0,1,184.45
Resort Hotel,0,0,1,158
Resort Hotel,1,0,1,184.45
Resort Hotel,1,0,2,120.6
Resort Hotel,1,0,3,114.14
Resort Hotel,0,0,3,168.8
Resort Hotel,1,0,3,178.33
Resort Hotel,0,0,3,255
Resort Hotel,1,0,3,178.33
Resort Hotel,0,1,3,196
Resort Hotel,0,1,3,87.91
Resort Hotel,1,2,3,211
Resort Hotel,1,2,3,187.2
Resort Hotel,0,2,3,154
Resort Hotel,0,2,3,243
Resort Hotel,0,2,3,222.2
Resort Hotel,0,2,3,243
Resort Hotel,1,2,3,178.2
Resort Hotel,1,2,5,107.2
Resort Hotel,0,0,0,0
Resort Hotel,0,0,1,203
Resort Hotel,0,0,1,173
Resort Hotel,0,0,1,172
Resort Hotel,0,0,1,120.6
Resort Hotel,0,0,1,172
Resort Hotel,0,0,2,266.4
Resort Hotel,0,0,2,236
Resort Hotel,1,0,2,271
Resort Hotel,1,0,2,232
Resort Hotel,0,0,2,223
Resort Hotel,0,1,2,178.67
Resort Hotel,1,2,2,133
Resort Hotel,1,2,2,195.5
Resort Hotel,0,2,2,167.25
Resort Hotel,1,2,2,209
Resort Hotel,0,2,3,166
Resort Hotel,0,2,3,195.8
Resort Hotel,1,2,5,229
Resort Hotel,0,2,5,160
Resort Hotel,1,2,5,266
Resort Hotel,0,2,5,96.3
Resort Hotel,0,2,5,107
Resort Hotel,1,2,5,262
Resort Hotel,0,1,1,182.5
Resort Hotel,0,2,2,157
Resort Hotel,0,2,2,234
Resort Hotel,0,2,2,242.5
Resort Hotel,0,2,2,157
Resort Hotel,1,2,3,158.4
Resort Hotel,1,2,3,208
Resort Hotel,1,2,3,183.45
Resort Hotel,0,2,3,131.2
Resort Hotel,1,2,3,133
Resort Hotel,0,2,3,135
Resort Hotel,1,2,3,133
Resort Hotel,0,2,4,248
Resort Hotel,1,2,4,209.2
Resort Hotel,0,2,4,107
Resort Hotel,0,2,4,299.33
Resort Hotel,0,2,5,156.45
Resort Hotel,1,2,5,135
Resort Hotel,1,2,5,149
Resort Hotel,0,2,5,107
Resort Hotel,1,2,5,135
Resort Hotel,1,2,5,135
Resort Hotel,0,2,5,145.75
Resort Hotel,1,2,5,132.6
Resort Hotel,0,2,5,200.71
Resort Hotel,1,2,5,198.71
Resort Hotel,1,2,5,218
Resort Hotel,0,2,5,101.65
Resort Hotel,1,2,6,186
Resort Hotel,1,2,6,160
Resort Hotel,1,2,5,188.71
Resort Hotel,0,4,10,107
Resort Hotel,1,6,12,181.94
Resort Hotel,0,1,0,172
Resort Hotel,0,1,0,172
Resort Hotel,1,1,0,185
Resort Hotel,0,1,0,172
Resort Hotel,0,1,0,172
Resort Hotel,1,1,0,184.45
Resort Hotel,0,1,0,195
Resort Hotel,0,1,0,172
Resort Hotel,0,1,0,172
Resort Hotel,0,1,0,153
Resort Hotel,1,1,0,184.45
Resort Hotel,1,1,0,184.45
Resort Hotel,1,1,0,185
Resort Hotel,1,2,0,108.54
Resort Hotel,1,2,1,154
Resort Hotel,1,2,2,248
Resort Hotel,1,2,2,150.53
Resort Hotel,1,2,2,150.53
Resort Hotel,1,2,5,154
Resort Hotel,1,2,5,223.99
Resort Hotel,1,2,5,154
Resort Hotel,1,2,5,154
Resort Hotel,1,3,5,154
Resort Hotel,0,4,5,214
Resort Hotel,1,4,6,96.3
Resort Hotel,1,4,10,175.79
Resort Hotel,1,4,10,134
Resort Hotel,1,1,4,134
Resort Hotel,0,1,4,183
Resort Hotel,1,1,3,149.4
Resort Hotel,1,1,4,165.11
Resort Hotel,1,1,4,209.4
Resort Hotel,0,1,5,134
Resort Hotel,0,2,5,225.9
Resort Hotel,0,2,5,131.1
Resort Hotel,1,2,5,134
Resort Hotel,1,2,5,187
Resort Hotel,1,2,5,133
Resort Hotel,0,2,5,101.65
Resort Hotel,0,2,5,133
Resort Hotel,1,2,5,120
Resort Hotel,1,2,5,133
Resort Hotel,0,2,5,133
Resort Hotel,1,2,5,133
Resort Hotel,1,3,5,134
Resort Hotel,1,3,7,87.9
Resort Hotel,1,0,3,202
Resort Hotel,1,0,3,213
Resort Hotel,1,0,1,172.55
Resort Hotel,0,0,1,172
Resort Hotel,0,0,3,172
Resort Hotel,1,0,3,213
Resort Hotel,1,0,5,179
Resort Hotel,1,0,5,236
Resort Hotel,0,1,5,229.67
Resort Hotel,0,1,5,135.2
Resort Hotel,0,1,5,121.5
Resort Hotel,0,1,5,96.3
Resort Hotel,0,1,5,96.3
Resort Hotel,1,0,5,120.6
Resort Hotel,0,2,5,176.64
Resort Hotel,0,2,5,179.86
Resort Hotel,0,2,5,187
Resort Hotel,0,2,8,134
Resort Hotel,0,2,8,239.5
Resort Hotel,0,0,0,0
Resort Hotel,0,0,1,153
Resort Hotel,0,0,4,166
Resort Hotel,1,0,4,186.25
Resort Hotel,0,0,4,192
Resort Hotel,0,1,4,120.6
Resort Hotel,0,1,4,220.4
Resort Hotel,1,2,5,241
Resort Hotel,1,2,5,241
Resort Hotel,1,0,4,211
Resort Hotel,1,1,4,134
Resort Hotel,1,2,5,241
Resort Hotel,0,2,7,8
Resort Hotel,0,2,7,196
Resort Hotel,1,2,7,198
Resort Hotel,0,0,0,0
Resort Hotel,1,0,2,158.5
Resort Hotel,0,0,0,0
Resort Hotel,0,0,1,200
Resort Hotel,0,0,3,107
Resort Hotel,0,2,4,163.23
Resort Hotel,1,2,4,222.07
Resort Hotel,1,2,5,229
Resort Hotel,1,2,5,133
Resort Hotel,0,2,7,164
Resort Hotel,0,2,3,176.8
Resort Hotel,0,0,2,134
Resort Hotel,0,0,2,163.35
Resort Hotel,0,0,2,171.9
Resort Hotel,0,0,2,171.9
Resort Hotel,1,0,2,213.5
Resort Hotel,1,1,2,125
Resort Hotel,1,1,2,178.33
Resort Hotel,0,2,2,176.75
Resort Hotel,0,2,3,123
Resort Hotel,0,2,3,134
Resort Hotel,0,2,3,146
Resort Hotel,0,2,3,192
Resort Hotel,0,2,4,183
Resort Hotel,0,2,4,236
Resort Hotel,1,2,4,191
Resort Hotel,0,2,4,178.33
Resort Hotel,0,2,4,248
Resort Hotel,0,2,5,188.71
Resort Hotel,1,2,5,123.04
Resort Hotel,0,2,5,260.71
Resort Hotel,0,2,5,222
Resort Hotel,0,2,5,174.71
Resort Hotel,1,2,7,118.7
Resort Hotel,0,2,7,116.85
Resort Hotel,0,3,7,129.55
Resort Hotel,0,0,1,172
Resort Hotel,1,0,1,172
Resort Hotel,1,0,1,164
Resort Hotel,0,2,4,179.83
Resort Hotel,1,2,5,172
Resort Hotel,0,2,5,160.43
Resort Hotel,0,2,5,149
Resort Hotel,1,2,5,134
Resort Hotel,0,2,5,146.3
Resort Hotel,0,2,5,161.26
Resort Hotel,0,2,5,195.45
Resort Hotel,1,2,5,133
Resort Hotel,0,2,5,186.25
Resort Hotel,0,2,5,162.29
Resort Hotel,0,2,5,221.43
Resort Hotel,1,2,5,177.57
Resort Hotel,0,2,5,133
Resort Hotel,1,2,5,178
Resort Hotel,0,2,5,146.3
Resort Hotel,0,2,6,218.5
Resort Hotel,1,3,6,151.89
Resort Hotel,1,4,6,148.3
Resort Hotel,0,2,2,96.3
Resort Hotel,1,2,2,166
Resort Hotel,0,2,3,96.3
Resort Hotel,0,2,3,149
Resort Hotel,1,2,4,151.95
Resort Hotel,0,2,4,191.67
Resort Hotel,0,2,4,211
Resort Hotel,0,2,1,149.4
Resort Hotel,0,2,2,201
Resort Hotel,1,2,2,211
Resort Hotel,1,2,3,259
Resort Hotel,1,2,3,164.4
Resort Hotel,1,2,3,134
Resort Hotel,0,2,3,134
Resort Hotel,1,2,3,229
Resort Hotel,0,2,3,199
Resort Hotel,0,2,3,112.5
Resort Hotel,1,2,4,194
Resort Hotel,1,2,4,149.4
Resort Hotel,0,2,5,155.77
Resort Hotel,0,2,5,131.7
Resort Hotel,1,2,5,174.71
Resort Hotel,0,2,5,101.65
Resort Hotel,1,2,5,206
Resort Hotel,1,2,5,134
Resort Hotel,1,2,4,201.5
Resort Hotel,1,2,5,134
Resort Hotel,1,4,6,138.79
Resort Hotel,1,4,6,122
Resort Hotel,0,4,10,113.47
Resort Hotel,0,1,0,99.5
Resort Hotel,0,1,0,153
Resort Hotel,0,1,0,233
Resort Hotel,0,1,0,153
Resort Hotel,1,1,1,192
Resort Hotel,0,1,1,132.6
Resort Hotel,1,1,1,171.9
Resort Hotel,0,1,1,154
Resort Hotel,1,1,2,172
Resort Hotel,1,1,2,191
Resort Hotel,1,1,3,148.25
Resort Hotel,0,1,3,164
Resort Hotel,1,1,4,231.6
Resort Hotel,0,1,4,261.4
Resort Hotel,0,1,4,199.4
Resort Hotel,1,1,4,209.6
Resort Hotel,0,1,4,199.4
Resort Hotel,1,1,5,150.83
Resort Hotel,1,3,6,129.27
Resort Hotel,1,3,6,129.27
Resort Hotel,0,3,7,133.76
Resort Hotel,1,2,5,197.7
Resort Hotel,1,2,5,196
Resort Hotel,0,0,3,164
Resort Hotel,1,0,3,154
Resort Hotel,1,0,3,219.33
Resort Hotel,1,0,5,200.8
Resort Hotel,1,0,5,130.2
Resort Hotel,1,1,5,189.67
Resort Hotel,1,2,6,186.13
Resort Hotel,1,2,6,158.38
Resort Hotel,1,2,7,166
Resort Hotel,1,2,7,149
Resort Hotel,0,2,8,206.6
Resort Hotel,1,0,1,120.6
Resort Hotel,1,0,1,112.5
Resort Hotel,0,0,0,0
Resort Hotel,0,0,1,193
Resort Hotel,0,0,1,96.3
Resort Hotel,1,0,1,137.7
Resort Hotel,0,0,1,112
Resort Hotel,0,0,4,116.85
Resort Hotel,1,0,4,173.5
Resort Hotel,1,0,4,173.5
Resort Hotel,1,0,4,129.15
Resort Hotel,1,1,4,192.2
Resort Hotel,1,2,7,202.77
Resort Hotel,0,2,9,111.27
Resort Hotel,1,0,1,211
Resort Hotel,0,0,1,153
Resort Hotel,0,0,2,154
Resort Hotel,0,0,3,134
Resort Hotel,1,0,3,157.67
Resort Hotel,1,1,3,133
Resort Hotel,1,1,3,112.34
Resort Hotel,1,1,3,124.5
Resort Hotel,0,1,3,107
Resort Hotel,1,1,3,133
Resort Hotel,1,2,3,191
Resort Hotel,1,2,3,172.6
Resort Hotel,0,2,4,79.5
Resort Hotel,0,2,4,120.27
Resort Hotel,1,2,5,118.29
Resort Hotel,0,2,5,75.53
Resort Hotel,1,2,5,8
Resort Hotel,1,2,5,8
Resort Hotel,0,2,5,90.39
Resort Hotel,0,2,5,155.86
Resort Hotel,1,2,5,118.29
Resort Hotel,0,0,1,115
Resort Hotel,1,0,1,110.7
Resort Hotel,1,0,1,110.7
Resort Hotel,1,0,1,120.38
Resort Hotel,0,0,2,195
Resort Hotel,1,0,2,120.6
Resort Hotel,0,0,2,176
Resort Hotel,0,0,2,120.6
Resort Hotel,1,0,2,112.05
Resort Hotel,0,0,2,180.55
Resort Hotel,0,0,2,179
Resort Hotel,0,0,2,181
Resort Hotel,0,1,2,122
Resort Hotel,1,1,2,195
Resort Hotel,0,1,2,184
Resort Hotel,1,1,2,152
Resort Hotel,0,1,2,127.67
Resort Hotel,0,1,2,127.67
Resort Hotel,0,1,2,114.13
Resort Hotel,0,1,2,113.7
Resort Hotel,0,1,2,120.6
Resort Hotel,0,0,1,165
Resort Hotel,0,0,2,120.6
Resort Hotel,1,0,2,164
Resort Hotel,0,2,2,208
Resort Hotel,0,2,2,166.5
Resort Hotel,0,2,3,101.16
Resort Hotel,1,2,3,130.6
Resort Hotel,1,2,4,145
Resort Hotel,1,2,4,158
Resort Hotel,0,2,4,109.83
Resort Hotel,1,2,4,141.67
Resort Hotel,0,2,4,175
Resort Hotel,0,2,5,98.63
Resort Hotel,0,2,5,166.14
Resort Hotel,0,2,5,150.71
Resort Hotel,0,2,3,97.74
Resort Hotel,1,2,5,189.86
Resort Hotel,0,2,5,97.5
Resort Hotel,1,2,7,123.11
Resort Hotel,0,2,3,104.8
Resort Hotel,1,1,1,164
Resort Hotel,0,1,1,134
Resort Hotel,0,1,1,146
Resort Hotel,0,2,1,103.18
Resort Hotel,0,2,1,103.18
Resort Hotel,0,0,1,164
Resort Hotel,0,2,2,142.5
Resort Hotel,0,2,2,77.5
Resort Hotel,1,2,3,135.2
Resort Hotel,1,2,3,149
Resort Hotel,0,2,3,140.4
Resort Hotel,0,2,3,112
Resort Hotel,0,2,4,173.25
Resort Hotel,1,2,4,121.5
Resort Hotel,1,2,5,122.86
Resort Hotel,1,2,6,130.9
Resort Hotel,0,2,5,146
Resort Hotel,0,1,0,154
Resort Hotel,0,2,0,103.5
Resort Hotel,0,2,0,103.5
Resort Hotel,1,2,1,129.33
Resort Hotel,0,2,1,115.2
Resort Hotel,0,2,1,71.72
Resort Hotel,0,2,2,106.8
Resort Hotel,0,2,2,71.69
Resort Hotel,0,2,3,136.2
Resort Hotel,0,2,4,112.33
Resort Hotel,0,2,4,112.33
Resort Hotel,1,2,4,157.67
Resort Hotel,1,2,5,165
Resort Hotel,1,2,5,113.43
Resort Hotel,1,2,5,161.29
Resort Hotel,0,2,5,167.86
Resort Hotel,0,2,5,103.07
Resort Hotel,1,2,5,161.29
Resort Hotel,1,4,8,96.3
Resort Hotel,0,1,0,92.86
Resort Hotel,0,1,1,128
Resort Hotel,0,1,1,115.2
Resort Hotel,0,1,1,80.55
Resort Hotel,0,1,2,120.33
Resort Hotel,0,1,2,126.67
Resort Hotel,1,1,2,130.33
Resort Hotel,0,1,2,75.46
Resort Hotel,1,1,2,96.33
Resort Hotel,1,1,2,117.83
Resort Hotel,0,1,2,120.33
Resort Hotel,0,1,2,98
Resort Hotel,0,1,3,155.5
Resort Hotel,0,1,3,122.6
Resort Hotel,0,1,3,105.5
Resort Hotel,1,1,4,101.44
Resort Hotel,1,1,5,160
Resort Hotel,1,1,5,120.5
Resort Hotel,0,2,5,126.29
Resort Hotel,0,3,7,87.75
Resort Hotel,0,3,8,113.55
Resort Hotel,1,0,2,123
Resort Hotel,1,0,2,98
Resort Hotel,0,0,3,151
Resort Hotel,0,0,3,134.67
Resort Hotel,0,0,3,153
Resort Hotel,1,0,3,137.67
Resort Hotel,1,0,4,111
Resort Hotel,1,0,4,123
Resort Hotel,0,0,4,119
Resort Hotel,0,0,4,155
Resort Hotel,0,0,4,109
Resort Hotel,0,0,4,158
Resort Hotel,0,0,5,128
Resort Hotel,1,0,2,113
Resort Hotel,0,0,2,113
Resort Hotel,1,0,5,93.12
Resort Hotel,0,0,5,128
Resort Hotel,1,0,5,93.12
Resort Hotel,0,1,5,110.7
Resort Hotel,0,2,5,101.03
Resort Hotel,1,2,5,120.71
Resort Hotel,0,2,5,82.72
Resort Hotel,1,2,5,131
Resort Hotel,1,2,5,120.71
Resort Hotel,0,2,5,110.71
Resort Hotel,1,2,6,136
Resort Hotel,0,2,6,186
Resort Hotel,0,2,6,114.19
Resort Hotel,1,2,6,186
Resort Hotel,0,2,8,86.95
Resort Hotel,0,2,10,113
Resort Hotel,0,4,10,82.88
Resort Hotel,0,0,1,134
Resort Hotel,1,0,2,155
Resort Hotel,1,0,2,146
Resort Hotel,1,0,2,155
Resort Hotel,0,0,4,154.25
Resort Hotel,0,1,4,71.69
Resort Hotel,0,1,4,71.69
Resort Hotel,0,2,5,150.71
Resort Hotel,1,2,5,57
Resort Hotel,1,2,5,153
Resort Hotel,1,2,6,153
Resort Hotel,0,0,2,131.4
Resort Hotel,0,0,3,90.4
Resort Hotel,0,0,3,88.2
Resort Hotel,0,0,3,88.2
Resort Hotel,0,0,1,65.5
Resort Hotel,0,0,3,88.2
Resort Hotel,0,0,3,211
Resort Hotel,0,0,3,80
Resort Hotel,0,0,3,88.2
Resort Hotel,0,0,3,88.2
Resort Hotel,0,0,3,88.2
Resort Hotel,1,0,3,0
Resort Hotel,0,1,3,109.5
Resort Hotel,0,1,3,144.9
Resort Hotel,0,1,3,79.5
Resort Hotel,0,1,3,124.5
Resort Hotel,0,1,3,123
Resort Hotel,1,1,3,0
Resort Hotel,0,2,7,113
Resort Hotel,0,2,7,123
Resort Hotel,0,2,7,166
Resort Hotel,0,2,8,79.5
Resort Hotel,0,2,8,79.5
Resort Hotel,0,2,5,79.5
Resort Hotel,0,2,5,91.46
Resort Hotel,1,2,8,153
Resort Hotel,0,4,10,62.48
Resort Hotel,0,0,1,124.1
Resort Hotel,1,0,1,117.9
Resort Hotel,0,0,1,143
Resort Hotel,0,0,1,131
Resort Hotel,0,0,2,128
Resort Hotel,0,0,2,167
Resort Hotel,1,0,2,153
Resort Hotel,0,0,2,172
Resort Hotel,1,0,2,123
Resort Hotel,0,0,2,146
Resort Hotel,1,1,2,79.5
Resort Hotel,0,1,2,116.8
Resort Hotel,1,1,2,155
Resort Hotel,0,1,2,79.5
Resort Hotel,0,1,2,135
Resort Hotel,1,1,2,116.8
Resort Hotel,0,2,2,176
Resort Hotel,0,2,2,151.25
Resort Hotel,0,2,3,168
Resort Hotel,0,2,3,123
Resort Hotel,1,2,6,151.88
Resort Hotel,0,2,7,153
Resort Hotel,0,3,7,104.8
Resort Hotel,0,3,7,183
Resort Hotel,0,2,4,120
Resort Hotel,0,2,5,97.5
Resort Hotel,1,0,1,143.5
Resort Hotel,1,1,1,163
Resort Hotel,0,2,4,123
Resort Hotel,0,2,4,171
Resort Hotel,0,2,4,171
Resort Hotel,1,2,4,143
Resort Hotel,1,2,5,0
Resort Hotel,0,2,5,156
Resort Hotel,0,1,1,139.5
Resort Hotel,0,2,2,113
Resort Hotel,1,2,5,154.14
Resort Hotel,0,2,5,98
Resort Hotel,1,2,5,113
Resort Hotel,0,2,5,107.5
Resort Hotel,0,2,5,124.8
Resort Hotel,1,2,5,153
Resort Hotel,1,2,5,131
Resort Hotel,0,2,5,111.5
Resort Hotel,0,2,5,98
Resort Hotel,1,2,5,123
Resort Hotel,1,2,6,153
Resort Hotel,1,2,6,123
Resort Hotel,1,3,6,197
Resort Hotel,1,4,6,97.5
Resort Hotel,1,4,6,97.5
Resort Hotel,0,4,6,87.75
Resort Hotel,0,4,10,83.7
Resort Hotel,0,4,10,91.77
Resort Hotel,0,0,0,0
Resort Hotel,0,2,0,128
Resort Hotel,1,2,0,98
Resort Hotel,0,2,1,71.69
Resort Hotel,0,2,2,114.5
Resort Hotel,1,1,0,149
Resort Hotel,1,1,0,123
Resort Hotel,1,2,3,117.8
Resort Hotel,1,2,3,98
Resort Hotel,1,2,3,198
Resort Hotel,1,2,3,124.8
Resort Hotel,0,2,3,98
Resort Hotel,1,2,3,89
Resort Hotel,0,2,4,128
Resort Hotel,1,2,4,146
Resort Hotel,1,2,4,131
Resort Hotel,0,2,4,98
Resort Hotel,0,2,4,161
Resort Hotel,0,2,4,79.5
Resort Hotel,0,2,5,126.29
Resort Hotel,0,2,5,105.5
Resort Hotel,0,2,5,208.14
Resort Hotel,1,2,5,103.85
Resort Hotel,0,2,5,79.5
Resort Hotel,0,2,5,113
Resort Hotel,0,2,5,163
Resort Hotel,0,2,5,107.5
Resort Hotel,0,2,5,97.5
Resort Hotel,1,3,5,113
Resort Hotel,0,4,6,66.15
Resort Hotel,1,2,5,99.8
Resort Hotel,0,4,6,111.96
